Head,Tail,Relations
35,3197,159
35,3353,159
35,3677,159
35,4155,159
35,4546,159
35,4916,159
35,5126,159
35,5556,159
35,6070,159
35,6210,159
35,6542,159
35,6568,159
35,6579,159
35,7157,159
35,7206,159
35,7238,159
35,8893,159
35,9012,159
35,9524,159
35,9994,159
35,10283,159
35,10574,159
35,10769,159
35,10894,159
35,11209,159
35,11225,159
35,11738,159
35,13179,159
35,13249,159
35,13269,159
35,13323,159
35,14065,159
35,14069,159
35,14415,159
35,8107,170
35,7448,171
36,5460,180
36,8663,186
36,10390,188
36,1259,191
37,3680,153 155 158
37,13331,153 155 158
37,220,154
37,592,155 157
37,2329,155
37,3342,155
37,3626,155 158
37,4198,155
37,5806,155 157 158
37,6138,155
37,13332,155 158
37,13335,155 158
37,210,156
37,7971,156
37,977,157 158
37,4390,157
37,5910,157
37,6336,157 158
37,7869,157
37,9513,157 158
37,11840,157
37,11842,157 158
37,423,158
37,927,158
37,2472,158
37,2668,158
37,2689,158
37,2807,158
37,5043,158
37,5611,158
37,6403,158
37,6921,158
37,8036,158
37,8496,158
37,9177,158
37,11290,158
37,11841,158
37,11843,158
37,13334,158
37,13557,158
37,13595,158
38,10165,50
38,38,55 60
38,5733,56
38,8327,57
38,2070,58
38,7653,58
38,14012,168
38,8349,171
39,10575,9
39,13160,68
39,14121,180
39,8663,186
39,8859,189
39,4396,191
39,4441,191
39,11852,191
39,7835,196
40,1245,9
40,4311,9
40,10165,50
40,2668,148
40,5806,148
40,9881,148
40,13333,148
40,5420,186
40,10390,188
40,1259,191
40,4396,191
40,4441,191
40,10485,191
40,13720,191
40,13812,194
40,6035,195
41,9132,19 119
41,9784,118
41,14489,129
42,12320,61
42,159,197
42,7575,236
43,3031,12 116
43,8663,186
43,10390,188
43,12737,189 190
43,11246,191
43,13720,191
43,5859,192
43,6115,232
44,3984,199
44,4693,199 200
44,5036,199 200
44,11682,199 200
44,1090,210
44,8953,210
44,5165,215
45,3407,9
45,4192,9
45,6027,147
45,927,148
45,8663,186
45,11259,189
45,3960,190
45,464,191
45,1259,191
45,3444,191
45,10485,191
45,13803,191
45,7835,196
46,8663,186
46,10390,188
46,4148,189
46,3960,190
46,11246,191
48,4423,2
48,7818,4
50,1495,8 15
50,5480,8 15
50,4288,13
50,12052,13
50,337,14 87
50,9115,14
50,10390,73 96
50,6473,77
50,10532,78
50,9569,83
50,1777,85
50,3664,85
50,4497,85
50,4656,85
50,5294,85
50,8683,85
50,9089,85
50,4353,86
50,9069,86
50,3809,88
50,11219,88
50,4940,89
50,10651,89
50,7334,92
50,8451,92
50,701,93
50,1564,93
50,5442,93
50,3929,95
50,8492,98
51,4905,13
51,2255,14
51,8268,17
51,3829,71
51,10390,73 96
51,1131,80
51,11322,83
51,1696,85
51,4540,85
51,6547,85
51,8432,85
51,8918,85
51,9747,85
51,4087,86
51,4353,86
51,5807,87
51,854,93
51,3929,95
52,5479,8
52,4290,13
52,9115,14 92 99
52,6473,77
52,10532,78
52,8451,79
52,3960,80
52,6259,85
52,9767,85
52,4353,86
52,337,87
52,3809,88
52,9169,88
52,4940,89
52,10651,89
52,4820,92
52,1564,93
52,5442,93
52,10033,93
53,4231,9
53,10165,50
54,13086,68
54,8663,186
54,10390,188
54,12234,189
55,10438,17
55,55,55 60
55,1552,56
55,8953,56
55,1018,58
55,2070,58
55,4087,58
55,8759,58
55,1057,59
55,2787,59
55,5854,59
55,8412,59
55,8828,59
55,9239,59
55,4539,63 65
55,4134,173
56,4664,13
56,10404,13
56,12562,14 92
56,10979,71
56,10390,73 96
56,3960,80
56,11322,83
56,1465,85
56,9767,85
56,4353,86
56,9722,87
56,491,94
56,3929,95
56,3147,96
56,5176,96
56,6120,96
56,6536,96
56,8072,96
56,8479,96
56,9061,96
56,9141,96
56,11311,96
56,11510,96
56,11983,96
56,13177,96
57,639,8
57,4399,13
57,10345,13
57,10607,13
57,10608,13
57,13174,13
57,13932,13
57,757,14
57,2492,14
57,4552,14
57,7164,14
57,7767,14 92
57,8292,14
57,11071,14
57,12305,14
57,11928,71
57,10390,73 96
57,10532,78
57,6109,85
57,6259,85
57,9767,85
57,4353,86
57,4171,87
57,10651,89
57,10690,89
57,11310,89
57,703,93
57,10215,93
57,3929,95
58,4953,13
58,12550,13
58,296,14 92 99
58,10390,73 96
58,11311,73
58,2571,85
58,6259,85
58,8432,85
58,9767,85
58,4353,86
58,703,93
58,3929,95
59,4758,13
59,4882,13
59,4890,13
59,440,73
59,6528,73 80
59,11983,73
59,823,85
59,4540,85
59,7791,85
59,8432,85
59,9767,85
59,4087,86
59,3929,95
60,5915,8
60,3745,13
60,4750,13
60,5372,13
60,6185,13
60,6820,13
60,7304,13
60,8281,13
60,10620,13
60,12551,13
60,451,14 99
60,11828,14
60,12681,14
60,14068,15
60,9784,73
60,10390,73 96
60,10532,78
60,4540,85
60,7790,85
60,8683,85
60,9767,85
60,4353,86
60,8759,86
60,10114,87
60,854,93
60,3929,95
61,3742,13
61,3745,13
61,4758,13
61,5242,13
61,5268,13
61,5270,13
61,5271,13
61,5372,13
61,6187,13
61,10404,13
61,10582,13
61,12541,13
61,12552,13
61,2212,14
61,4520,14 92 99
61,7637,14 71
61,12422,14 93
61,9784,73
61,4519,77 92 99
61,10532,78
61,4802,79
61,10730,79
61,1777,85
61,3235,85
61,6206,85
61,8432,85
61,13459,85
61,4353,86
61,6159,87
61,4431,93
61,5575,93
61,3929,95
61,10390,96
62,3746,13
62,10345,13
62,10608,13
62,12543,13
62,396,14
62,9734,14
62,10390,73
62,10532,78
62,2571,85
62,4540,85
62,8918,85
62,9767,85
62,11359,85
62,4940,89
62,10651,89
62,10690,89
62,3929,95
63,3736,13
63,3741,13
63,4918,13
63,7491,13
63,10395,13
63,10578,13
63,11946,13
63,748,14
63,4651,14
63,10282,14 88
63,10390,73 96
63,11311,73 80
63,11438,73
63,10532,78
63,7448,80
63,12328,82
63,823,85
63,5919,85
63,6466,85
63,7655,85
63,9767,85
63,3994,89
63,10690,89
64,3741,13
64,3746,13
64,10341,13
64,10578,13
64,10582,13
64,11946,13
64,12541,13
64,5443,14 93
64,6707,14 92
64,10428,14
64,11167,14
64,3829,71
64,10532,78
64,11564,79
64,3960,80
64,2571,85
64,4540,85
64,8432,85
64,8918,85
64,4353,86
64,418,87
64,3006,89
64,3225,89
64,3994,89
64,4940,89
64,5345,89
64,10093,89
64,10094,89
64,10651,89
64,11310,89
64,3929,95
64,10390,96
65,6820,13
65,7491,13
65,10607,13
65,762,14
65,2877,14
65,8090,14
65,9784,73
65,10532,78
65,2571,85
65,3235,85
65,7305,85
65,7973,85
65,8432,85
65,12809,85
65,4353,86
65,3994,89
65,701,93
65,3475,93
65,3929,95
65,10390,96
66,3553,8 15
66,9310,8
66,7304,13
66,10608,13
66,12543,13
66,12552,13
66,425,14 99
66,618,14 99
66,10390,73 96
66,8293,79
66,9138,79
66,1729,85
66,3235,85
66,4540,85
66,9767,85
66,4081,87
66,13299,87
66,2287,89
66,5345,89
66,10093,89
66,11310,89
66,11853,89
66,7952,92
67,3743,13
67,3745,13
67,4882,13
67,4904,13
67,4918,13
67,4953,13
67,4954,13
67,5200,13
67,5254,13
67,6185,13
67,10340,13
67,10404,13
67,12544,13
67,12551,13
67,1343,14
67,3339,14 99
67,4597,14
67,11781,15
67,10383,71
67,10390,73
67,10532,78
67,5460,80
67,9569,83
67,11322,83
67,4656,85
67,9767,85
67,4353,86
67,3330,87
67,4940,89
67,10690,89
67,11853,89
67,889,92
67,7610,92
67,10033,93
67,11161,93
67,440,96
67,477,96
67,523,96
67,2067,96
67,3147,96
67,5176,96
67,5621,96
67,5700,96
67,5836,96
67,6120,96
67,6160,96
67,6527,96
67,6528,96
67,6536,96
67,6565,96
67,8072,96
67,8479,96
67,8495,96
67,8568,96
67,8878,96
67,9061,96
67,9099,96
67,9141,96
67,9197,96
67,9203,96
67,9561,96
67,11438,96
67,11497,96
67,11510,96
67,11983,96
67,12880,96
67,12977,96
67,13177,96
68,13507,8 15
68,3742,13
68,3745,13
68,4890,13
68,4912,13
68,10278,13
68,10342,13
68,12542,13
68,4802,14 92
68,10730,14 92
68,13508,14
68,9784,73
68,10532,78
68,5919,85
68,6377,85
68,7790,85
68,7791,85
68,9032,85
68,4353,86
68,7406,86
68,8759,86
68,5575,93
68,10390,96
69,7491,13
69,11946,13
69,12539,13
69,2616,14 98 99
69,6490,14 72 84
69,7610,14
69,6528,73 80 96
69,4540,85
69,8432,85
69,9767,85
69,4087,86
69,4353,86
69,6928,86
69,2287,89
69,5160,89
69,10690,89
69,11310,89
69,902,94
69,14001,94
69,440,96
69,477,96
69,2067,96
69,3147,96
69,5176,96
69,5621,96
69,5700,96
69,5836,96
69,6120,96
69,6160,96
69,6527,96
69,8072,96
69,8116,96
69,8479,96
69,8495,96
69,8878,96
69,9061,96
69,9084,96
69,9099,96
69,9141,96
69,9203,96
69,9445,96
69,9784,96
69,10555,96
69,11311,96
69,11438,96
69,11497,96
69,11510,96
69,12977,96
69,13177,96
69,10390,97
71,418,14 87
71,10165,50
71,10390,73 96
71,10532,78
71,10601,82
71,3235,85
71,4609,85
71,9767,85
71,9966,85
71,4353,86
71,5628,86
71,5846,86
71,3225,89
71,4940,89
71,10651,89
71,10690,89
71,11310,89
71,3929,95
72,3736,13
72,3746,13
72,5199,13
72,5273,13
72,10341,13
72,3046,14
72,7800,14 92 99
72,8933,14
72,10165,50
72,10383,71
72,10390,73 96
72,1801,80
72,3960,80
72,1465,85
72,1777,85
72,5919,85
72,6377,85
72,9767,85
72,4353,86
72,5542,86
72,5846,86
72,3386,87
72,4940,89
72,5345,89
72,10651,89
72,10690,89
72,11310,89
72,3195,93
72,8509,93
72,3929,95
72,4689,95
72,10642,99
73,1045,13
73,4954,13
73,5368,13
73,6187,13
73,10351,13
73,10607,13
73,10620,13
73,12552,13
73,488,14
73,1690,14
73,1908,14
73,4535,14
73,4536,14
73,5096,14
73,6613,14
73,7892,14 92
73,8161,14
73,8993,14
73,9199,14
73,9409,14
73,10435,14
73,11111,14 92
73,12669,14
73,13382,14
73,10390,73 96
73,10532,78
73,9569,83
73,1777,85
73,2571,85
73,4656,85
73,6433,85
73,7791,85
73,8432,85
73,9767,85
73,12809,85
73,12908,85
73,10114,87
73,10651,89
73,10690,89
73,11310,89
73,8387,93
73,8384,99
74,3710,13
74,3742,13
74,3754,13
74,4890,13
74,4918,13
74,5261,13
74,7962,13
74,12534,13
74,12567,13
74,297,14 92 99
74,701,14 93
74,2181,14
74,8187,14
74,8625,14 87
74,10282,14 88
74,11406,14 71
74,13130,14
74,1023,15
74,7589,15
74,10165,50
74,9784,73
74,10390,73
74,11311,73
74,10531,75
74,10532,78
74,9269,80
74,11322,83
74,7699,85
74,7791,85
74,8432,85
74,9767,85
74,12965,85
74,8759,86
74,9096,86
74,4940,89
74,11853,89
74,1317,91
74,3929,95
75,10396,13
75,10404,13
75,12548,13
75,6556,14 99
75,7647,14
75,8193,14 71
75,11510,73
75,12328,82
75,6466,85
75,9767,85
75,9069,86
75,5855,87
76,1232,9
76,3373,9
76,4219,9
76,4226,9
76,4234,9
76,4678,9
76,6514,9
76,310,147
77,8032,9
77,8665,9
77,10351,9
77,10576,9
77,10607,9
77,11410,9
77,12815,9
77,322,10 12
77,2237,10 12
77,2360,10 12
77,2863,10 12
77,3365,10 12
77,3971,10 12
77,4296,10 12
77,4840,10 12
77,5469,10 12
77,8521,10 12
77,8828,10 12
77,10907,10 33
77,1306,11 68
77,1971,11 68
77,2464,11 68
77,3035,11 68
77,14310,11
77,268,12
77,3608,12 33
77,7148,12
77,406,32
77,1083,33
77,2678,33
77,62,68
77,1448,68
77,7353,68
77,9309,68
77,11419,68
77,12648,68
77,5420,186
77,11276,189
77,4396,191
78,10318,142
78,12679,142
78,12691,142
79,3451,9
79,3452,9
79,3454,9
79,3455,9
79,5053,9
79,189,10
79,1953,10 12
79,2026,10 12
79,2347,10 12
79,2667,10 12
79,3888,10
79,4170,10 12
79,5831,10
79,6695,10 12
79,8947,10 12
79,9907,10
79,3667,12
79,4418,12
79,10165,50
79,2993,148
79,8663,186
79,11983,188
79,8489,190
80,969,185
80,8663,186
80,9132,188
80,9784,188
80,4612,189 190
81,11946,9
81,13118,180
81,8663,186
81,10390,188
81,4441,191
81,7835,196
82,9132,19 119
82,9784,118
83,9784,22
83,376,129
83,3103,129
83,3113,129
84,6536,19 118
85,10575,9
85,12543,9
85,3839,11
85,10409,12
85,8663,186
85,10390,188
85,11415,190
85,4396,191
85,6121,191
85,10485,191
85,11217,192
86,6529,117
86,12880,117
87,3481,9
87,4890,9
87,7962,9
87,11176,9
87,8635,10 12
87,4764,11
87,9580,11
87,13082,11
87,13931,11
87,8663,186
87,6528,188
87,10273,190
87,1259,191
87,1267,191
88,3984,199 200
88,4693,199 200
88,11682,199
88,5036,200
88,1552,210
88,9984,210
88,5165,215
89,3159,19
89,1445,20 129
89,9061,22 118
89,10961,34
90,10165,50
91,2088,44
91,3201,44
91,10165,50
91,11060,171 174
91,11061,171
91,7657,173
92,10390,226
92,1696,227
92,1712,227
92,2571,227
92,3101,227
92,6259,227
92,8432,227
92,9767,227
92,10843,229
92,1464,230
92,2692,230
92,9223,230
94,10278,13
94,6536,73
94,10390,73
94,8135,79
94,823,85
94,4540,85
94,4696,85
94,6109,85
94,7790,85
94,7791,85
94,9767,85
94,4353,86
94,2287,89
94,10690,89
94,11853,89
95,184,149
95,607,149
95,674,149
95,682,149
95,1007,149
95,1321,149
95,1870,149
95,2048,149
95,2475,149
95,2480,149
95,2602,149
95,2721,149
95,2808,149
95,2816,149
95,2824,149
95,3051,149
95,3458,149
95,4079,149
95,4476,149
95,5145,149
95,6013,149
95,6070,149
95,6622,149
95,6654,149
95,6705,149
95,7542,149
95,8619,149
95,8880,149
95,9314,149
95,9694,149
95,9963,149
95,10522,149
95,12123,149
95,13237,149
95,13269,149
95,13299,149
95,13389,149
95,13483,149
95,13969,149
95,628,150
95,991,150
95,8888,150
96,12289,20 129
96,9784,118
97,3762,13
97,10577,13
97,13532,13
97,4454,14 230
97,6354,14
97,10165,50
97,10390,226
97,8432,227
97,9091,227
97,11173,227
97,4353,228
97,510,230
97,1750,230
97,4945,230
97,5380,230
97,5832,230
97,8137,230
97,11343,231
98,4584,160
98,4587,160
98,9784,161
98,3093,162 234
98,3967,162 234
98,6596,162 234
98,9300,162 234
98,10355,162 234
98,10357,162
98,10653,162 234
98,10661,162 234
100,5899,131
101,9784,22 118
101,2639,129
101,10074,129
102,4399,13
102,10165,50
102,11983,73
102,10532,78
102,3960,80
102,9569,83
102,4497,85
102,9089,85
102,6928,86
102,9069,86
102,4964,89
102,10651,89
102,854,93
102,3929,95
102,4689,95
102,440,96
102,477,96
102,2067,96
102,3147,96
102,5621,96
102,5836,96
102,6120,96
102,6160,96
102,6527,96
102,6528,96
102,6536,96
102,6565,96
102,7125,96
102,7349,96
102,8072,96
102,8479,96
102,8568,96
102,8878,96
102,9061,96
102,9084,96
102,9141,96
102,9197,96
102,9445,96
102,9813,96
102,10796,96
102,11311,96
102,11438,96
102,11497,96
102,11510,96
102,12977,96
102,13177,96
102,10760,98 99
103,3346,216
104,9455,9
104,12480,9
104,10532,39
104,10165,50
104,4842,68
104,5020,68
104,5358,68
104,5961,68
104,6802,68
104,6854,68
104,8735,68
104,12286,68
104,1695,115
104,1865,115
104,2890,115
104,7676,115
104,9379,115
104,13937,115
104,8663,186
104,3174,190
104,923,191
104,1370,191
104,4396,191
104,11852,191
104,13857,191
104,13252,192
104,11343,224
105,188,149
105,210,149
105,616,149
105,2093,149
105,2161,149
105,2323,149
105,2341,149
105,2383,149
105,2826,149
105,2860,149
105,3329,149
105,4544,149
105,5601,149
105,8966,149
105,10071,149
105,12914,149
105,13914,149
105,14065,149
105,8888,150
106,3373,9
106,4232,9
106,4234,9
106,4238,9
106,6576,9
106,2759,10 12
106,2895,10
106,10532,39
106,10165,50
106,6289,68
106,11431,68
106,8663,186
106,10390,188
106,3960,189
106,4396,191
106,10485,191
106,13720,191
106,13803,191
106,7835,196
107,3481,9
107,4890,9
107,5213,9
107,7962,9
107,12052,9
107,13393,9
107,4294,10 12
107,9760,11
107,11680,11
107,9735,32
107,1873,148
107,2637,148
107,5043,148
107,7869,148
107,8496,148
107,11067,148
107,12473,148
107,3968,151
107,12976,151
107,5611,152
107,5910,152
107,8663,186
107,10390,188
107,733,191
107,1259,191
107,10485,191
107,12113,191
107,12393,191
107,13720,191
107,13803,191
107,7835,196
108,6536,118
108,11361,128
108,13093,128 129
109,1330,129
109,2121,129
109,2142,129
109,3176,129
109,12918,129
110,3451,9
110,3452,9
110,5831,10 12
110,11036,10 12
110,345,12
110,13955,116
110,8496,148
110,3960,180
110,8663,186
110,5051,189 190
110,1349,191
110,8581,191
110,7835,196
111,1045,9
111,4758,9
111,6820,9
111,7491,9
111,8209,9
111,8427,9
111,9536,9
111,10345,9
111,10863,9
111,11405,9
111,11946,9
111,12532,9
111,12569,9
111,703,10
111,2440,10
111,3778,10
111,4247,10 12
111,8411,10
111,9380,10
111,10033,10 12
111,10036,10
111,10125,10
111,2079,11 68
111,3457,11 68
111,5391,11 68 70
111,5689,11 68
111,10166,11 68
111,14405,11 68 70
111,7111,12
111,2249,31
111,3058,31
111,2234,32
111,6269,32
111,8339,33
111,12739,33 48
111,10532,39
111,10165,50
111,7149,68
111,10611,68
111,10755,68
111,12463,68
111,13293,68 70
111,8663,186
111,11244,190
111,13364,190
111,159,191
111,1370,191
111,4396,191
111,6121,191
111,10485,191
111,1041,192
111,7835,196
112,6159,14 87
112,7075,14
112,11133,14
112,12942,14
112,10390,73 96
112,10532,78
112,3960,80
112,4540,85
112,11142,85
112,13459,85
112,4353,86
112,2287,89
112,2771,89
112,5345,89
112,10651,89
112,11310,89
112,11853,89
112,6274,92
112,3929,95
112,3339,99
113,1244,9
113,1270,9
113,3595,9
113,3654,9
113,4219,9
113,4223,9
113,4225,9
113,4227,9
113,4228,9
113,4235,9
113,4237,9
113,4238,9
113,6481,9
113,952,10
113,1711,10
113,2702,10 31 32
113,2819,10
113,2927,10 12 33 48
113,4476,10
113,10466,10
113,1077,31 32
113,2487,31
113,3852,31 32
113,8497,31
113,12887,31 33
113,514,32
113,2311,32
113,11829,32
113,476,33
113,11023,33
113,10532,39
113,10165,50
113,2965,68
113,3844,68
113,5067,69
113,8834,147
113,5420,186
113,4353,187
113,4470,188
113,14403,189
113,3960,190
113,4396,191
113,11863,191
113,11217,192
114,10575,9
114,10953,9
114,12480,9
114,4621,11
114,948,179
114,5460,180
114,8663,186
114,10390,188
114,3960,189 190
114,14317,190
114,923,191
114,1259,191
114,6121,191
114,10485,191
114,11246,191
114,7835,196
115,8942,31 32
115,9230,48
115,8532,68
115,5420,186
115,4353,187
115,10390,188
115,5460,190
115,159,191
115,1370,191
115,4396,191
115,6121,191
115,8985,223
116,671,159
116,1577,159
116,1870,159
116,2721,159
116,2787,159
116,5324,159
116,7126,159
116,10733,159
116,10741,159
116,11603,171
116,9954,173
117,8684,111
117,6565,112 188
117,8663,186
117,12061,191
117,5859,192
118,11946,9
118,949,179
118,13118,180
118,8663,186
118,8834,189
119,10861,9
119,11946,9
119,368,11
119,1145,68
119,6905,68
119,6908,68
119,11622,68
119,13412,179
119,8663,186
119,10390,188
119,5460,189
119,4396,191
119,4441,191
119,6121,191
120,11946,9
120,6046,10 12
120,13233,10
120,13917,11 68
120,14014,68
120,2517,185
120,8663,186
120,10390,188
120,5460,190
120,7572,190
120,12214,190
120,1370,191
120,4396,191
120,11217,192
120,7835,196
121,12551,9
121,13412,179
121,3960,180
121,8663,186
121,11246,191
121,11572,194
121,1553,196
121,7835,196
122,8671,9
122,10631,9
122,10639,9
122,11681,9
122,2322,10
122,1214,11 68
122,4003,11 68
122,4329,11 68
122,9251,11 68
122,10532,39
122,1448,68
122,2080,68
122,5040,68
122,5656,68
122,9309,68
122,10244,68
122,2224,69
122,8663,186
122,170,187
122,4353,187
122,4406,187
122,6928,187
122,8776,187
122,6160,188
122,11753,190
122,13118,190
122,1370,191
122,2591,191
122,4396,191
122,4441,191
122,6121,191
122,5460,194
122,7835,196
123,10165,50
123,5765,216
124,13112,11
124,167,33
124,2224,69
124,8663,186
124,10390,188
124,8834,189
124,4396,191
124,11139,195
124,1553,196
124,7835,196
125,11946,9
125,7592,31
125,12677,31
125,6523,68
125,10838,68
125,3960,180 190
125,8663,186
125,10390,188
125,14399,190
125,11300,195
125,7835,196
126,126,51
126,8878,181
126,9788,181
126,11497,181
126,8874,182
126,11333,182
126,25,183
127,10532,43 45 63 66 168
127,10165,50
127,5733,56
127,2445,57
127,4353,58
127,4423,58
127,7653,58
127,12029,58
127,1657,59
127,6764,169
127,10390,172
127,8549,173
129,5337,9
129,8673,9
129,11250,10 12
129,9727,11 68
129,12605,11 68
129,6811,68
129,11983,188
129,8489,189
129,7835,196
130,12541,9
130,11140,31
130,4526,32
130,12514,32
130,10165,50
130,7165,68
130,8489,180
130,5420,186
130,5621,188
130,10390,188
130,13252,192
130,7835,196
131,9512,13
131,9536,13
131,10005,14 99
131,10390,73 96
131,10532,78
131,9089,85
131,12771,85
131,4353,86
131,3330,87
131,13521,91
131,8472,93
131,6100,99
132,1039,9
132,1244,9
132,10953,9
132,878,11
132,10165,50
132,572,68
132,1305,68
132,10584,68
132,11418,68
132,8663,186
132,14198,189 190
132,923,191
132,4396,191
132,11852,191
132,11217,192
132,7835,196
133,2301,111
133,11761,111
133,10390,112 188
133,13503,112
133,8663,186
133,10692,189 190
133,14160,190
133,7357,191
133,12061,191
133,11217,192
133,7835,196
134,10165,50
134,1552,56
134,8327,57
134,2397,58
134,2575,58
134,7685,171
135,6876,178
135,7454,178
135,7782,178
135,8296,178
135,8986,178
135,11549,178
136,11946,9
136,13097,68
136,3680,146
136,9177,146
136,5460,180
136,8663,186
136,12737,190
136,4396,191
136,7835,196
137,10104,9
137,11946,9
137,11401,11
137,377,68
137,5143,68
137,11402,68
137,2224,69
137,8859,180
137,8663,186
137,10390,188
137,9404,189
137,3960,190
137,4396,191
137,7835,196
138,7575,236
139,6187,13
139,6728,13
139,13099,14 90 92 99
139,10165,50
139,5621,73
139,10390,73 96
139,11497,73
139,10532,78
139,3235,85
139,6109,85
139,11429,85
139,4353,86
139,1160,90
