node_id,direction,edges
127,in,305 306 
127,out,13 14 
128,in,581 331 328 495 200 329 494 200 330 200 200 
128,out,289 39 36 203 492 37 202 492 38 492 492 
129,in,438 
129,out,146 
130,in,438 
130,out,146 
131,in,438 
131,out,146 
132,in,205 305 470 
132,out,497 13 178 
133,in,75 75 
133,out,367 367 
134,in,305 
134,out,13 
135,in,103 105 103 229 535 229 105 229 527 229 105 526 386 242 227 
135,out,395 397 395 521 243 521 397 521 235 521 397 234 534 519 94 
136,in,499 305 470 500 
136,out,207 13 178 208 
137,in,418 537 
137,out,126 245 
138,in,438 
138,out,146 
139,in,104 371 104 395 104 104 104 104 
139,out,396 79 396 103 396 396 396 396 
140,in,187 
140,out,479 
141,in,187 
141,out,479 
142,in,75 
142,out,367 
143,in,438 
143,out,146 
144,in,438 
144,out,146 
145,in,438 
145,out,146 
146,in,438 
146,out,146 
147,in,438 
147,out,146 
148,in,514 
148,out,222 
149,in,185 
149,out,477 
150,in,222 
150,out,514 
151,in,561 560 
151,out,269 268 
152,in,561 560 
152,out,269 268 
153,in,247 537 418 
153,out,539 245 126 
154,in,561 560 
154,out,269 268 
155,in,438 
155,out,146 
156,in,221 221 
156,out,513 513 
157,in,438 
157,out,146 
158,in,498 501 208 208 208 502 208 208 208 208 
158,out,206 209 500 500 500 210 500 500 500 500 
159,in,479 222 222 559 470 185 
159,out,187 514 514 267 178 477 
160,in,563 
160,out,271 
161,in,221 
161,out,513 
162,in,496 
162,out,204 
163,in,560 561 
163,out,268 269 
164,in,438 
164,out,146 
165,in,363 
165,out,71 
166,in,371 395 370 532 104 104 
166,out,79 103 78 240 396 396 
167,in,305 418 
167,out,13 126 
168,in,470 
168,out,178 
169,in,438 
169,out,146 
170,in,469 
170,out,177 
171,in,500 
171,out,208 
172,in,537 418 
172,out,245 126 
173,in,434 563 
173,out,142 271 
174,in,438 
174,out,146 
175,in,305 
175,out,13 
176,in,374 
176,out,82 
177,in,207 
177,out,499 
178,in,316 318 
178,out,24 26 
179,in,438 
179,out,146 
180,in,10 
180,out,302 
181,in,438 
181,out,146 
182,in,560 142 561 
182,out,268 434 269 
183,in,561 560 470 514 
183,out,269 268 178 222 
184,in,560 278 561 
184,out,268 570 269 
185,in,561 560 142 
185,out,269 434 268 
186,in,74 
186,out,366 
187,in,66 365 302 
187,out,358 73 10 
188,in,365 
188,out,73 
189,in,513 82 581 582 470 461 466 378 
189,out,221 374 289 290 178 169 174 86 
190,in,75 12 
190,out,367 304 
191,in,367 470 
191,out,75 178 
192,in,513 581 358 
192,out,221 289 66 
193,in,305 470 500 306 
193,out,13 178 208 14 
194,in,438 
194,out,146 
195,in,438 
195,out,146 
196,in,514 560 561 
196,out,222 268 269 
197,in,438 
197,out,146 
198,in,438 
198,out,146 
199,in,381 90 143 434 143 
199,out,89 382 435 142 435 
200,in,363 75 75 67 72 470 361 
200,out,71 367 367 359 364 178 69 
201,in,367 504 513 581 470 461 505 466 
201,out,75 212 221 289 178 169 213 174 
202,in,479 367 378 
202,out,187 75 86 
203,in,561 560 
203,out,269 268 
204,in,438 
204,out,146 
205,in,438 
205,out,146 
206,in,374 
206,out,82 
207,in,568 
207,out,276 
208,in,500 
208,out,208 
209,in,278 302 
209,out,570 10 
210,in,545 251 546 
210,out,253 543 254 
211,in,561 560 
211,out,269 268 
212,in,479 513 466 
212,out,187 221 174 
213,in,438 
213,out,146 
214,in,438 
214,out,146 
215,in,438 
215,out,146 
216,in,438 
216,out,146 
217,in,374 
217,out,82 
218,in,561 560 
218,out,269 268 
219,in,8 8 8 8 
219,out,300 300 300 300 
220,in,261 
220,out,553 
221,in,551 552 75 260 260 260 75 
221,out,259 260 367 552 552 552 367 
222,in,581 470 367 
222,out,289 178 75 
223,in,513 378 
223,out,221 86 
224,in,71 365 71 
224,out,363 73 363 
225,in,513 
225,out,221 
226,in,222 367 
226,out,514 75 
227,in,395 371 104 104 104 104 104 370 104 104 
227,out,103 79 396 396 396 396 396 78 396 396 
228,in,404 
228,out,112 
229,in,561 560 305 306 
229,out,269 268 13 14 
230,in,513 504 581 
230,out,221 212 289 
231,in,367 581 
231,out,75 289 
232,in,567 
232,out,275 
233,in,513 
233,out,221 
234,in,221 221 
234,out,513 513 
235,in,367 472 581 
235,out,75 180 289 
236,in,466 581 513 
236,out,174 289 221 
237,in,513 470 479 
237,out,221 178 187 
238,in,513 479 
238,out,221 187 
239,in,513 
239,out,221 
240,in,470 
240,out,178 
241,in,357 71 66 514 75 
241,out,65 363 358 222 367 
242,in,472 470 
242,out,180 178 
243,in,438 
243,out,146 
244,in,581 513 
244,out,289 221 
245,in,74 470 567 
245,out,366 178 275 
246,in,513 479 
246,out,221 187 
247,in,438 
247,out,146 
248,in,136 374 136 
248,out,428 82 428 
249,in,571 
249,out,279 
250,in,438 
250,out,146 
251,in,551 260 503 
251,out,259 552 211 
252,in,305 
252,out,13 
253,in,147 147 
253,out,439 439 
254,in,70 
254,out,362 
255,in,438 
255,out,146 
256,in,438 
256,out,146 
257,in,438 
257,out,146 
258,in,562 302 560 561 9 
258,out,270 10 268 269 301 
259,in,562 302 560 561 
259,out,270 10 268 269 
260,in,351 422 
260,out,59 130 
261,in,422 351 
261,out,130 59 
262,in,466 461 581 470 513 
262,out,174 169 289 178 221 
263,in,438 
263,out,146 
264,in,361 
264,out,69 
265,in,513 581 479 
265,out,221 289 187 
266,in,395 370 371 104 104 104 548 104 
266,out,103 78 79 396 396 396 396 256 
267,in,438 
267,out,146 
268,in,438 
268,out,146 
269,in,371 370 104 104 104 532 
269,out,79 396 78 396 396 240 
270,in,300 470 559 
270,out,8 178 267 
271,in,470 
271,out,178 
272,in,438 
272,out,146 
273,in,496 
273,out,204 
274,in,438 
274,out,146 
275,in,462 
275,out,170 
276,in,298 
276,out,6 
277,in,513 470 251 546 
277,out,221 178 543 254 
278,in,321 
278,out,29 
279,in,279 470 10 279 10 10 
279,out,571 178 302 571 302 302 
280,in,470 
280,out,178 
281,in,438 
281,out,146 
282,in,438 
282,out,146 
283,in,438 
283,out,146 
284,in,581 374 
284,out,289 82 
285,in,438 
285,out,146 
286,in,270 
286,out,562 
287,in,554 
287,out,262 
288,in,438 
288,out,146 
289,in,438 
289,out,146 
290,in,276 
290,out,568 
291,in,438 
291,out,146 
292,in,73 73 
292,out,365 365 
293,in,221 221 221 221 
293,out,513 513 513 513 
294,in,211 509 510 211 511 
294,out,503 217 218 503 219 
295,in,561 560 
295,out,269 268 
296,in,438 
296,out,146 
297,in,307 356 75 
297,out,15 64 367 
298,in,82 85 82 
298,out,374 377 374 
299,in,497 498 
299,out,205 206 
300,in,305 416 415 414 
300,out,13 124 123 122 
301,in,7 
301,out,299 
302,in,438 
302,out,146 
303,in,187 
303,out,479 
304,in,498 497 208 374 208 373 
304,out,206 205 500 82 500 81 
305,in,307 
305,out,15 
306,in,470 500 
306,out,178 208 
307,in,306 305 415 414 
307,out,14 13 123 122 
308,in,560 561 562 
308,out,268 269 270 
309,in,438 
309,out,146 
310,in,280 
310,out,572 
311,in,316 318 
311,out,24 26 
312,in,438 
312,out,146 
313,in,578 577 
313,out,286 285 
314,in,470 
314,out,178 
315,in,434 268 563 143 
315,out,560 142 271 435 
316,in,230 395 231 104 104 
316,out,522 103 523 396 396 
317,in,374 
317,out,82 
318,in,374 
318,out,82 
319,in,513 
319,out,221 
320,in,579 295 294 293 
320,out,287 3 2 1 
321,in,75 
321,out,367 
322,in,270 279 272 270 
322,out,562 571 564 562 
323,in,321 
323,out,29 
324,in,479 513 
324,out,187 221 
325,in,65 70 470 514 
325,out,357 362 178 222 
326,in,367 581 513 
326,out,75 289 221 
327,in,374 373 
327,out,82 81 
328,in,438 
328,out,146 
329,in,438 
329,out,146 
330,in,438 
330,out,146 
331,in,563 268 
331,out,271 560 
332,in,268 563 
332,out,560 271 
333,in,438 
333,out,146 
334,in,438 
334,out,146 
335,in,131 
335,out,423 
336,in,374 
336,out,82 
337,in,370 371 
337,out,78 79 
338,in,186 
338,out,478 
339,in,187 
339,out,479 
340,in,305 
340,out,13 
341,in,186 
341,out,478 
342,in,318 316 
342,out,26 24 
343,in,316 318 
343,out,24 26 
344,in,186 
344,out,478 
345,in,186 
345,out,478 
346,in,316 318 
346,out,24 26 
347,in,367 470 559 
347,out,75 178 267 
348,in,186 
348,out,478 
349,in,422 351 
349,out,130 59 
350,in,374 
350,out,82 
351,in,186 
351,out,478 
352,in,186 
352,out,478 
353,in,229 105 103 105 105 105 229 105 229 527 526 242 227 242 227 105 548 229 386 105 
353,out,521 397 395 397 397 397 521 397 521 235 534 519 234 534 519 397 521 256 94 397 
354,in,186 
354,out,478 
355,in,560 302 561 
355,out,268 10 269 
356,in,316 318 
356,out,24 26 
357,in,190 192 
357,out,482 484 
358,in,316 318 
358,out,24 26 
359,in,305 110 111 
359,out,13 402 403 
360,in,560 561 571 278 
360,out,268 269 570 279 
361,in,562 561 560 
361,out,270 269 268 
362,in,186 
362,out,478 
363,in,318 316 
363,out,26 24 
364,in,438 
364,out,146 
365,in,438 
365,out,146 
366,in,438 
366,out,146 
367,in,374 373 
367,out,82 81 
368,in,14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 
368,out,306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 
369,in,438 
369,out,146 
370,in,570 
370,out,278 
371,in,10 572 573 
371,out,302 280 281 
372,in,268 563 
372,out,560 271 
373,in,438 
373,out,146 
374,in,438 
374,out,146 
375,in,306 305 110 415 414 
375,out,14 13 402 123 122 
376,in,187 
376,out,479 
377,in,222 
377,out,514 
378,in,551 
378,out,259 
379,in,316 318 
379,out,24 26 
380,in,438 
380,out,146 
381,in,438 
381,out,146 
382,in,439 
382,out,147 
383,in,438 
383,out,146 
384,in,568 
384,out,276 
385,in,570 
385,out,278 
386,in,316 318 
386,out,24 26 
387,in,305 
387,out,13 
388,in,438 
388,out,146 
389,in,316 318 
389,out,24 26 
390,in,367 222 
390,out,75 514 
391,in,207 
391,out,499 
392,in,438 
392,out,146 
393,in,438 
393,out,146 
394,in,438 
394,out,146 
395,in,438 
395,out,146 
396,in,431 
396,out,139 
397,in,551 
397,out,259 
398,in,513 
398,out,221 
399,in,438 
399,out,146 
400,in,438 
400,out,146 
401,in,316 318 
401,out,24 26 
402,in,438 
402,out,146 
403,in,316 318 
403,out,24 26 
404,in,328 331 330 329 
404,out,36 39 38 37 
405,in,397 396 78 237 
405,out,105 370 104 529 
406,in,254 252 370 547 371 548 252 252 
406,out,546 544 78 255 79 256 544 544 
407,in,438 
407,out,146 
408,in,316 318 
408,out,24 26 
409,in,305 536 418 537 
409,out,13 244 126 245 
410,in,551 
410,out,259 
411,in,463 
411,out,171 
412,in,521 239 78 518 525 520 
412,out,229 531 370 226 233 228 
413,in,225 
413,out,517 
414,in,513 
414,out,221 
415,in,254 252 548 370 252 547 371 252 
415,out,546 544 256 78 544 255 79 544 
416,in,438 
416,out,146 
417,in,438 
417,out,146 
418,in,562 561 560 
418,out,270 269 268 
419,in,361 75 
419,out,69 367 
420,in,72 
420,out,364 
421,in,367 185 559 
421,out,75 477 267 
422,in,316 318 
422,out,24 26 
423,in,438 
423,out,146 
424,in,438 
424,out,146 
425,in,438 
425,out,146 
426,in,438 
426,out,146 
427,in,438 
427,out,146 
428,in,268 563 
428,out,560 271 
429,in,116 404 109 116 116 116 116 116 116 116 109 403 410 116 116 116 116 116 116 116 116 116 400 116 
429,out,408 112 401 408 408 408 408 408 408 408 401 111 118 408 408 408 408 408 408 408 408 408 108 408 
430,in,305 110 416 415 414 
430,out,13 402 124 123 122 
431,in,268 563 
431,out,560 271 
432,in,268 563 
432,out,560 271 
433,in,109 404 109 410 109 116 116 403 
433,out,401 112 401 118 401 408 408 111 
434,in,435 
434,out,143 
435,in,438 
435,out,146 
436,in,438 
436,out,146 
437,in,438 
437,out,146 
438,in,438 
438,out,146 
439,in,316 318 
439,out,24 26 
440,in,305 536 247 537 
440,out,13 244 539 245 
441,in,438 
441,out,146 
442,in,438 
442,out,146 
443,in,498 
443,out,206 
444,in,374 373 
444,out,82 81 
445,in,438 
445,out,146 
446,in,438 
446,out,146 
447,in,438 
447,out,146 
448,in,356 75 
448,out,64 367 
449,in,438 
449,out,146 
450,in,318 316 317 
450,out,26 24 25 
451,in,12 
451,out,304 
452,in,367 299 300 
452,out,75 7 8 
453,in,206 
453,out,498 
454,in,438 
454,out,146 
455,in,374 
455,out,82 
456,in,270 270 270 
456,out,562 562 562 
457,in,368 75 
457,out,76 367 
458,in,438 
458,out,146 
459,in,560 561 
459,out,268 269 
460,in,141 
460,out,433 
461,in,300 299 559 
461,out,8 7 267 
462,in,318 316 
462,out,26 24 
463,in,316 318 
463,out,24 26 
464,in,438 
464,out,146 
465,in,438 
465,out,146 
466,in,438 
466,out,146 
467,in,438 
467,out,146 
468,in,438 
468,out,146 
469,in,438 
469,out,146 
470,in,438 
470,out,146 
471,in,438 
471,out,146 
472,in,438 
472,out,146 
473,in,438 
473,out,146 
474,in,470 
474,out,178 
475,in,561 562 560 142 
475,out,269 270 434 268 
476,in,560 142 561 
476,out,434 268 269 
477,in,305 110 
477,out,13 402 
478,in,190 
478,out,482 
479,in,316 318 
479,out,24 26 
480,in,536 127 537 418 503 
480,out,244 419 245 126 211 
481,in,174 
481,out,466 
482,in,85 82 
482,out,377 374 
483,in,190 190 
483,out,482 482 
484,in,316 318 
484,out,24 26 
485,in,438 
485,out,146 
486,in,438 
486,out,146 
487,in,359 514 358 
487,out,67 222 66 
488,in,316 318 
488,out,24 26 
489,in,524 78 525 530 523 
489,out,370 232 233 238 231 
490,in,374 
490,out,82 
491,in,560 561 
491,out,268 269 
492,in,571 9 514 
492,out,279 301 222 
493,in,465 
493,out,173 
494,in,561 560 
494,out,269 268 
495,in,560 561 562 
495,out,268 269 270 
496,in,536 247 537 418 
496,out,244 539 245 126 
497,in,470 561 560 
497,out,178 269 268 
498,in,316 318 
498,out,24 26 
499,in,424 132 
499,out,424 132 
500,in,104 532 395 104 
500,out,396 240 103 396 
501,in,377 376 375 
501,out,85 84 83 
502,in,358 357 359 66 
502,out,66 65 358 67 
503,in,485 
503,out,193 
504,in,187 
504,out,479 
505,in,561 560 562 
505,out,269 268 270 
506,in,560 561 
506,out,268 269 
507,in,200 495 331 494 330 
507,out,492 203 39 202 38 
508,in,374 373 
508,out,82 81 
509,in,316 318 
509,out,24 26 
510,in,305 418 
510,out,13 126 
511,in,435 
511,out,143 
512,in,381 143 143 143 434 
512,out,89 435 435 435 142 
513,in,570 470 
513,out,278 178 
514,in,207 
514,out,499 
515,in,209 
515,out,501 
516,in,207 
516,out,499 
517,in,316 318 
517,out,24 26 
518,in,187 187 
518,out,479 479 
519,in,500 
519,out,208 
520,in,316 318 
520,out,24 26 
521,in,470 
521,out,178 
522,in,318 316 
522,out,26 24 
523,in,546 545 251 251 
523,out,254 253 543 543 
524,in,560 561 
524,out,268 269 
525,in,499 500 
525,out,207 208 
526,in,365 514 
526,out,73 222 
527,in,470 
527,out,178 
528,in,276 
528,out,568 
529,in,369 
529,out,77 
530,in,536 537 
530,out,244 245 
531,in,251 251 546 545 513 251 
531,out,543 543 254 253 221 543 
532,in,500 
532,out,208 
533,in,75 
533,out,367 
534,in,571 278 470 
534,out,570 279 178 
535,in,316 312 318 
535,out,24 20 26 
536,in,318 316 
536,out,26 24 
537,in,75 75 
537,out,367 367 
538,in,207 
538,out,499 
539,in,175 
539,out,467 
540,in,305 536 537 418 
540,out,13 244 245 126 
541,in,318 316 
541,out,26 24 
542,in,80 
542,out,372 
543,in,567 
543,out,275 
544,in,205 205 
544,out,497 497 
545,in,546 251 251 545 251 251 251 
545,out,254 543 543 253 543 543 543 
546,in,513 546 251 
546,out,221 254 543 
547,in,316 318 
547,out,24 26 
548,in,305 418 
548,out,13 126 
549,in,182 
549,out,474 
550,in,470 
550,out,178 
551,in,316 318 
551,out,24 26 
552,in,251 513 251 546 
552,out,543 221 543 254 
553,in,455 
553,out,163 
554,in,125 305 
554,out,417 13 
555,in,552 551 
555,out,260 259 
556,in,222 470 
556,out,514 178 
557,in,66 536 503 514 247 537 418 
557,out,358 244 211 222 539 245 126 
558,in,470 418 
558,out,178 126 
559,in,500 210 
559,out,502 208 
560,in,500 
560,out,208 
561,in,561 560 
561,out,269 268 
562,in,370 232 104 395 371 
562,out,524 78 396 103 79 
563,in,455 
563,out,163 
564,in,374 
564,out,82 
565,in,75 
565,out,367 
566,in,71 75 75 75 75 
566,out,363 367 367 367 367 
567,in,439 
567,out,147 
568,in,245 126 541 417 370 371 
568,out,537 418 249 125 78 79 
569,in,104 527 104 526 
569,out,396 235 396 234 
570,in,500 
570,out,208 
571,in,551 
571,out,259 
572,in,209 
572,out,501 
573,in,316 318 
573,out,24 26 
574,in,365 75 470 
574,out,73 367 178 
575,in,430 536 219 537 418 
575,out,138 244 511 245 126 
576,in,210 500 
576,out,502 208 
577,in,561 562 560 
577,out,269 270 268 
578,in,470 
578,out,178 
579,in,455 
579,out,163 
580,in,470 279 
580,out,178 571 
581,in,75 
581,out,367 
582,in,500 
582,out,208 
583,in,316 318 
583,out,24 26 
584,in,318 316 
584,out,26 24 
585,in,75 
585,out,367 
586,in,205 
586,out,497 
587,in,316 318 
587,out,24 26 
588,in,242 535 103 105 103 105 527 105 105 526 386 242 105 105 105 103 
588,out,534 243 395 397 395 397 235 397 397 534 234 94 397 397 397 395 
589,in,103 229 229 103 532 527 229 229 105 105 229 242 242 227 242 526 242 227 535 105 105 105 
589,out,395 521 521 395 240 521 235 521 397 397 521 534 534 519 534 234 534 519 243 397 397 397 
590,in,316 318 
590,out,24 26 
591,in,75 
591,out,367 
592,in,536 514 537 418 
592,out,244 222 245 126 
593,in,561 560 
593,out,269 268 
594,in,75 
594,out,367 
595,in,302 571 
595,out,10 279 
596,in,209 
596,out,501 
597,in,499 500 
597,out,207 208 
598,in,316 318 
598,out,24 26 
599,in,300 559 
599,out,8 267 
600,in,268 563 
600,out,560 271 
601,in,268 563 
601,out,560 271 
602,in,268 563 
602,out,560 271 
603,in,581 
603,out,289 
604,in,560 561 
604,out,268 269 
605,in,364 
605,out,72 
606,in,563 
606,out,271 
607,in,466 581 470 505 513 504 479 
607,out,174 289 178 213 221 212 187 
608,in,470 
608,out,178 
609,in,500 
609,out,208 
610,in,305 418 536 247 537 
610,out,13 126 244 539 245 
611,in,222 
611,out,514 
612,in,500 496 
612,out,208 204 
613,in,84 374 
613,out,376 82 
614,in,562 560 514 561 
614,out,270 268 222 269 
615,in,552 551 
615,out,260 259 
616,in,261 
616,out,553 
617,in,7 
617,out,299 
618,in,61 
618,out,353 
619,in,374 373 
619,out,82 81 
620,in,504 581 470 461 513 466 
620,out,212 289 178 169 221 174 
621,in,581 513 
621,out,289 221 
622,in,75 358 359 67 65 361 470 
622,out,367 66 359 357 67 69 178 
623,in,551 
623,out,259 
624,in,374 
624,out,82 
625,in,455 
625,out,163 
626,in,143 381 434 143 
626,out,435 89 142 435 
627,in,500 
627,out,208 
628,in,260 470 261 552 260 260 503 551 
628,out,552 178 553 260 552 552 211 259 
629,in,360 
629,out,68 
630,in,455 
630,out,163 
631,in,571 470 
631,out,279 178 
632,in,478 473 470 378 477 
632,out,186 181 178 86 185 
633,in,514 571 
633,out,222 279 
634,in,305 416 110 415 414 
634,out,13 124 402 123 122 
635,in,476 184 475 478 581 470 85 184 82 473 479 378 474 477 
635,out,476 184 183 186 289 178 377 476 374 181 187 86 182 185 
636,in,212 503 
636,out,504 211 
637,in,187 187 
637,out,479 479 
638,in,470 385 365 384 
638,out,178 93 73 92 
639,in,305 415 414 416 
639,out,13 123 122 124 
640,in,381 455 454 
640,out,89 163 162 
641,in,316 318 
641,out,24 26 
642,in,318 316 
642,out,26 24 
643,in,560 561 
643,out,268 269 
644,in,104 104 
644,out,396 396 
645,in,307 561 560 
645,out,15 269 268 
646,in,205 
646,out,497 
647,in,500 
647,out,208 
648,in,210 
648,out,502 
649,in,513 504 581 505 
649,out,221 212 289 213 
650,in,318 316 
650,out,26 24 
651,in,316 318 
651,out,24 26 
652,in,500 
652,out,208 
653,in,560 561 562 
653,out,268 269 270 
654,in,79 79 79 79 79 79 79 79 79 
654,out,371 371 371 371 371 371 371 371 371 
655,in,500 
655,out,208 
656,in,513 581 
656,out,221 289 
657,in,316 318 
657,out,24 26 
658,in,513 479 
658,out,221 187 
659,in,367 470 513 466 479 
659,out,75 178 221 174 187 
660,in,363 358 470 75 
660,out,71 66 178 367 
661,in,561 560 
661,out,269 268 
662,in,560 561 
662,out,268 269 
663,in,187 
663,out,479 
664,in,367 470 513 
664,out,75 178 221 
665,in,209 
665,out,501 
666,in,209 
666,out,501 
667,in,316 317 318 
667,out,24 25 26 
668,in,560 561 
668,out,268 269 
669,in,560 562 561 
669,out,268 270 269 
670,in,75 430 75 567 
670,out,367 138 367 275 
671,in,365 356 
671,out,73 64 
672,in,385 384 
672,out,93 92 
673,in,316 318 
673,out,24 26 
674,in,68 
674,out,360 
675,in,366 75 365 
675,out,74 367 73 
676,in,513 479 504 505 
676,out,221 187 212 213 
677,in,365 
677,out,73 
678,in,251 251 251 546 251 251 251 
678,out,543 543 543 254 543 543 543 
679,in,361 514 560 561 
679,out,69 222 268 269 
680,in,513 582 479 378 
680,out,221 290 187 86 
681,in,71 470 
681,out,363 178 
682,in,561 560 
682,out,269 268 
683,in,221 221 221 
683,out,513 513 513 
684,in,305 537 418 306 
684,out,13 245 126 14 
685,in,169 
685,out,461 
686,in,560 561 514 
686,out,268 269 222 
687,in,210 
687,out,502 
688,in,65 
688,out,357 
689,in,205 204 205 
689,out,497 496 497 
690,in,205 
690,out,497 
691,in,316 318 
691,out,24 26 
692,in,110 415 414 
692,out,402 123 122 
693,in,500 
693,out,208 
694,in,305 418 306 
694,out,13 126 14 
695,in,500 
695,out,208 
696,in,205 
696,out,497 
697,in,67 65 
697,out,359 357 
698,in,498 501 
698,out,206 209 
699,in,381 454 455 
699,out,89 162 163 
700,in,316 318 
700,out,24 26 
701,in,205 
701,out,497 
702,in,500 
702,out,208 
703,in,279 
703,out,571 
704,in,357 66 560 561 
704,out,65 358 268 269 
705,in,561 560 
705,out,269 268 
706,in,15 15 15 15 15 
706,out,307 307 307 307 307 
707,in,551 260 
707,out,259 552 
708,in,205 
708,out,497 
709,in,500 
709,out,208 
710,in,376 377 
710,out,84 85 
711,in,470 378 
